"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","13","91000.00","Fremont ES","Main Bldg.","Interior","2583","4","8/4/2022","Replace Existing Interior Wood Door and Metal Frame","The Existing Door Width Does Not Meet The Minimum 32"" Width ADA Requirement","13","Door","$91,000.00"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","SF","6500","56291.06","Fremont ES","Main Bldg.","Interior","2585","3","8/4/2022","Replace Existing Suspended Acoustical Tile Ceiling System","The Acoustical Ceilings Tiles Are Damaged And Require Replacement - 12 x 12 adhesive mounted tiles","6500","SF","$56,291.06"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","5000","70000.00","Fremont ES","Main Bldg.","Interior","2587","4","8/4/2022","Replace Existing VCT Flooring","Replace existing Vinyl Composition Tile Flooring","5000","SF","$70,000.00"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","28","51206.30","Fremont ES","Main Bldg.","Interior","2589","3","8/4/2022","Replace Existing Interior Wood Door","Interior Doors Require Replacement","28","Door","$51,206.30"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","500","350000.00","Fremont ES","Main Bldg.","Specialties","2590","4","8/4/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","Replace existing casework","500","LF","$350,000.00"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","5","48928.81","Fremont ES","Main Bldg.","HVAC","2592","3","8/4/2022","Replace Existing Exhaust Hood","The 4 X 4 Exhausts/Hoods Are Missing/Damaged And Require Replacement","5","Ea.","$48,928.81"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","15","179643.13","Fremont ES","Main Bldg.","HVAC","2593","3","8/4/2022","Replace Existing Exhaust Hood","The 4 X 6 Exhausts/Ventilators Are Missing/Damaged And Require Replacement","15","Ea.","$179,643.13"
"117","CO-1420-3216","Fremont ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","27","353420.77","Fremont ES","Main Bldg.","HVAC","2595","3","8/4/2022","Replace Existing Unit Heater","Unit Ventilator -3.0 Ton requires replacement","27","Ea.","$353,420.77"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","12658.28","Hackberry Hill ES","Site Level Deficiencies","Site","2599","4","","Replace Existing Site Marquee","Site Marquee Is Damaged And Requires Replacement","1","Ea.","$12,658.28"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","360","73931.91","Hackberry Hill ES","Site Level Deficiencies","Site","2600","4","","Install New Stormwater Drainage System","Site Drainage is Inadequate and Installation of Drainage Piping","360","LF","$73,931.91"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","2000","38629.43","Hackberry Hill ES","Site Level Deficiencies","Site","2604","3","","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","2000","SF","$38,629.43"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","30094","75792.23","Hackberry Hill ES","Main Bldg.","Exterior","2605","4","","Paint Building Exterior Components","The Exterior Requires Painting","30094","SF Wall","$75,792.23"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","168","1454.91","Hackberry Hill ES","Main Bldg.","Interior","2606","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Acoustical Ceilings Tiles Are Damaged And Require Replacement","168","SF","$1,454.91"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","30","314.82","Hackberry Hill ES","Main Bldg.","Interior","2607","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","30","SF","$314.82"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","10","114.88","Hackberry Hill ES","Main Bldg.","Interior","2608","4","","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","10","SF Wall","$114.88"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","10","218.71","Hackberry Hill ES","Main Bldg.","Interior","2609","4","","Paint Existing Interior Surfaces","Interior Wood Walls Require Repainting","10","SF Wall","$218.71"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","2262","28986.43","Hackberry Hill ES","Main Bldg.","Interior","2610","4","","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement","2262","SF","$28,986.43"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","20","11375.29","Hackberry Hill ES","Main Bldg.","Specialties","2611","4","","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","20","LF","$11,375.29"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","20","5554.00","Hackberry Hill ES","Main Bldg.","Specialties","2612","4","","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","20","LF","$5,554.00"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","3","859.94","Hackberry Hill ES","Main Bldg.","Specialties","2613","4","","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","3","LF","$859.94"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","3","35928.62","Hackberry Hill ES","Main Bldg.","HVAC","2614","3","","Replace Existing Exhaust Hood","The 4 X 6 Exhausts/Ventilators Are Missing/Damaged And Require Replacement","3","Ea.","$35,928.62"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","1400","21281.23","Hackberry Hill ES","Main Bldg.","HVAC","2615","4","","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","1400","SF","$21,281.23"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","1","1264.87","Hackberry Hill ES","Main Bldg.","HVAC","2616","3","","Replace Existing MAU System","Kitchen Air/Exhaust is Inadequate and Should be Repaired","1","Ea.","$1,264.87"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","1","91040.84","Hackberry Hill ES","Main Bldg.","HVAC","2617","2","","Replace Existing Kitchen Exhaust Hood","Kitchen Fire Suppression Hood Requires Replacement","1","Ea.","$91,040.84"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","20","64001.25","Hackberry Hill ES","Main Bldg.","HVAC","2618","2","","Replace Existing Residential Furnace","The Furnaces HVAC Component Is Damaged And Requires Replacement","20","MBH","$64,001.25"
"120","CO-1420-3726","Hackberry Hill ES","08_Facilities Deficiency","Electrical","4","02.2 Facilities Deficiency Projects","Ea.","9","55195.28","Hackberry Hill ES","Main Bldg.","Electrical","2620","4","","Replace Existing Exterior Pole Mounted Light Fixture","The Pole Lighting Is Damaged And Should Be Replaced","9","Ea.","$55,195.28"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","400","82146.57","North Arvada MS","Site Level Deficiencies","Site","2626","4","","Install New Stormwater Drainage System","Site Drainage is Inadequate and Installation of Drainage Piping","400","LF","$82,146.57"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","44250","71503.14","North Arvada MS","Site Level Deficiencies","Site","2627","3","","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","44250","SF","$71,503.14"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","CAR","16","67131.75","North Arvada MS","Site Level Deficiencies","Site","2629","3","","Replace Existing Exterior Concrete Paving","Concrete Paving Is Damaged And Requires Replacement","16","CAR","$67,131.75"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","SF","6000","11203.56","North Arvada MS","Site Level Deficiencies","Site","2631","4","","Replace Existing Gravel Surface Area","Gravel Walks Are Damaged And Require Replacement","6000","SF","$11,203.56"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","395597.09","North Arvada MS","Site Level Deficiencies","Site","2637","4","","Replace Existing Synthetic Athletic Track Surfacing","Track Is Damaged And Requires Replacement","1","Ea.","$395,597.09"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","120","47984.37","North Arvada MS","Main Bldg.","Stairs and Elevators","2641","4","","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","120","LF","$47,984.37"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","120","68251.79","North Arvada MS","Main Bldg.","Specialties","2642","4","","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","120","LF","$68,251.79"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","120","33323.95","North Arvada MS","Main Bldg.","Specialties","2643","4","","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","120","LF","$33,323.95"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","9","2579.82","North Arvada MS","Main Bldg.","Specialties","2644","4","","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","9","LF","$2,579.82"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","20","27306.02","North Arvada MS","Main Bldg.","Specialties","2645","4","","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Demonstration Storage Cabinets Require Replacement","20","LF","$27,306.02"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","576","4988.26","North Arvada MS","Main Bldg.","Interior","2646","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Acoustical Ceilings Tiles Are Damaged And Require Replacement","576","SF","$4,988.26"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","5","59881.04","North Arvada MS","Main Bldg.","HVAC","2647","3","","Replace Existing Exhaust Hood","The 4 X 6 Exhausts/Ventilators Are Missing/Damaged And Require Replacement","5","Ea.","$59,881.04"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","Ea.","10","6951.32","North Arvada MS","Main Bldg.","Plumbing","2649","3","","Install New Condensate Drain at Rooftop Unit","Roof Top Unit Condensate Drain Is Missing And Needed","10","Ea.","$6,951.32"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","LF","450","37122.27","North Arvada MS","Main Bldg.","HVAC","2652","1","","Replace Existing Ductwork","Ductwork Is Damaged And Should Be Replaced","450","LF","$37,122.27"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","4","34972.03","Peck ES","Site Level Deficiencies","Site","2669","4","10/14/2022","Replace Existing Exterior Basketball Hoops and Backboards","Exterior Basketball Goals Are Damaged And Require Replacement","4","Ea.","$34,972.03"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Ea.","31","64756.73","Peck ES","Main Bldg.","Exterior","2674","2","10/14/2022","Replace Existing Exterior Windows","The Aluminum Window Is Damaged And Requires Replacement","31","Ea.","$64,756.73"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","6","1506.13","Peck ES","Main Bldg.","Specialties","2676","4","10/14/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","6","LF","$1,506.13"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","26327","276270.76","Peck ES","Main Bldg.","Interior","2677","4","10/14/2022","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","26327","SF","$276,270.76"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","3250","10254.41","Peck ES","Main Bldg.","Interior","2678","4","10/14/2022","Repaint Existing Interior Surfaces","The Exposed Ceilings Are Damaged And Requires Repainting","3250","SF","$10,254.41"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","8","2293.17","Peck ES","Main Bldg.","Specialties","2686","4","10/14/2022","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","8","LF","$2,293.17"
"785","CO-1420-6828","Peck ES","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","25","38385.28","Peck ES","Site Level Deficiencies","Stairs and Elevators","2688","4","10/14/2022","Install New Exterior Concrete Ramp","The Exterior Ramp is not ADA Compliant","25","LF","$38,385.28"
"523","CO-1420-7114","Pomona HS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","800","16348.40","Pomona HS","Site Level Deficiencies","Site","2715","3","","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","800","SF","$16,348.40"
"523","CO-1420-7114","Pomona HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","39900","107540.65","Pomona HS","Main Bldg.","Exterior","2716","4","","Paint Building Exterior Components","The Exterior Requires Cleaning","39900","SF Wall","$107,540.65"
"523","CO-1420-7114","Pomona HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","12000","30222.19","Pomona HS","Main Bldg.","Exterior","2717","4","","Paint Building Exterior Components","The Exterior Requires Painting","12000","SF Wall","$30,222.19"
