"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"135","CO-1420-5944","Mitchell ES","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","LS","1","63000.00","Mitchell ES","Main Bldg.","Electrical","201117","2","4/24/2024","Install New Interior Lighting Controls","Dimmable light controls","1","LS","$63,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","2415000.00","Molholm ES","Main Bldg.","HVAC","201118","2","10/13/2022","Replace Existing Unit Ventilator","Convert 23 univents to floor mounted chilled beam or Convert 23 univents to DX plus structure and ductwork","1","SYSTEM","$2,415,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","LS","1","630000.00","Molholm ES","Main Bldg.","Interior","201120","4","10/13/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","Casework/teacher storage","1","LS","$630,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","350000.00","Molholm ES","Main Bldg.","HVAC","201121","2","10/13/2022","Replace Existing Chiller","Replace chiller system","1","SYSTEM","$350,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","301000.00","Molholm ES","Main Bldg.","Interior","201122","3","10/13/2022","Replace Existing Food Service Equipment","Provide Major Renovation/ New/Replacement Kitchen; Install New Walk-in Freezer; Replace Existing Serving Line with New Hot/Cold Serving Line; Install New Class II Kitchen Exhaust Hood","1","LS","$301,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","168000.00","Molholm ES","Main Bldg.","HVAC","201123","2","10/13/2022","Replace Existing Packaged DX Unit","Convert Admin Unit to DX","1","SYSTEM","$168,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Molholm ES","Site Level Deficiencies","Site","201124","3","10/13/2022","Replace Existing Asphalt Paving","south playground","1","EACH","$140,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","70000.00","Molholm ES","Main Bldg.","HVAC","201125","2","10/13/2022","Replace Existing Automated Building Systems Controls","DDC upgrade","1","SYSTEM","$70,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","LS","1","63000.00","Molholm ES","Main Bldg.","Electrical","201126","2","10/13/2022","Install New Interior Lighting Controls","Dimmable light controls","1","LS","$63,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","49000.00","Molholm ES","Main Bldg.","Specialties","201127","4","10/13/2022","Install New Audio Enhancement System","Audio Enhancement","1","LS","$49,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","LS","1","44800.00","Molholm ES","Main Bldg.","Interior","201128","4","10/13/2022","Replace Existing Window Treatment - Blinds","Replace Window Blinds","1","LS","$44,800.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","35000.00","Molholm ES","Site Level Deficiencies","Site","201129","3","10/13/2022","Install New Exterior Masonry Dumpster Enclosure","dumpster areas","1","EACH","$35,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Specialties","3","02.2 Facilities Deficiency Projects","LS","1","28000.00","Molholm ES","Main Bldg.","Specialties","201130","3","10/13/2022","Replace Existing Visual Display Board","Remove Old Chalkboards","1","LS","$28,000.00"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","11072.60","Molholm ES","Main Bldg.","Specialties","201131","4","10/13/2022","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$11,072.60"
"781","CO-1420-5972","Molholm ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Molholm ES","Site Level Deficiencies","Other","201132","3","10/13/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","100000","700000.00","Moore MS","Site Level Deficiencies","Site","201134","3","4/1/2022","Replace Existing Asphalt Parking Lot/Drive","parking lot","100000","SQFT","$700,000.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","509250.00","Moore MS","Main Bldg.","Interior","201135","3","4/1/2022","Replace Existing Food Service Equipment","Install New Walk-in Freezer; Replace Existing Serving Line with New Hot/Cold Serving Line; Replace Existing Water Cooled Refrigeration with New Walk in Refrigerator; Remove existing Deck Oven and Replace with New Convection Oven","1","LS","$509,250.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","618177.00","Moore MS","Main Bldg.","HVAC","201136","2","4/1/2022","Replace Existing Chiller","Replace Chillers","1","SYSTEM","$618,177.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LS","1","168000.00","Moore MS","Site Level Deficiencies","Site","201137","3","4/1/2022","Remove Existing Asphalt Play Area","Remove asphalt Tennis Courts","1","LS","$168,000.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Electrical","1","02.2 Facilities Deficiency Projects","SYSTEM","1","140000.00","Moore MS","Main Bldg.","Electrical","201138","1","4/1/2022","Replace Existing Main Building Electrical Switchgear","Replace main switch gear and install TVSS","1","SYSTEM","$140,000.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","84000.00","Moore MS","Main Bldg.","HVAC","201139","2","4/1/2022","Replace Existing Packaged DX Unit","Admin RTU-R22","1","SYSTEM","$84,000.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","12500","87500.00","Moore MS","Site Level Deficiencies","Site","201140","3","4/1/2022","Replace Existing Asphalt Paving","play pads/BB courts","12500","SQFT","$87,500.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","70000.00","Moore MS","Site Level Deficiencies","Site","201141","3","4/1/2022","Replace Existing Tennis Court Surfacing","tennis court","1","EACH","$70,000.00"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","17588.20","Moore MS","Main Bldg.","Specialties","201143","4","4/1/2022","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$17,588.20"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","1","546000.00","Mortensen ES","Main Bldg.","Interior","201149","4","9/3/2024","Replace All Student Furniture","Replace all student furniture","1","EACH","$546,000.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","30000","210000.00","Mortensen ES","Site Level Deficiencies","Site","201150","3","4/1/2022","Replace Existing Asphalt Paving","play pads","30000","SQFT","$210,000.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","210000.00","Mortensen ES","Main Bldg.","HVAC","201151","1","4/1/2022","Replace Existing Boiler System","Replace Boilers","1","SYSTEM","$210,000.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Mortensen ES","Site Level Deficiencies","Site","201152","3","4/1/2022","Replace Existing Asphalt Paving","east playground update","1","EACH","$140,000.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","131250.00","Mortensen ES","Main Bldg.","Interior","201153","3","4/1/2022","Replace Existing Food Service Equipment","Replace Existing Serving Line with New Hot/Cold Serving Line","1","LS","$131,250.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","70000.00","Mortensen ES","Main Bldg.","HVAC","201154","2","4/1/2022","Replace Existing Automated Building Systems Controls","Upgrade Pneumatic Controls","1","SYSTEM","$70,000.00"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","12413.80","Mortensen ES","Main Bldg.","Specialties","201155","4","4/1/2022","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$12,413.80"
"136","CO-1420-6133","Mortensen ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Mortensen ES","Site Level Deficiencies","Other","201156","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","560000.00","Mount Carbon ES","Main Bldg.","HVAC","201161","2","4/1/2022","Replace Existing Evaporative Cooling System with Packaged DX System","Air Handler Replace - Mult Evap","1","SYSTEM","$560,000.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","1","638400.00","Mount Carbon ES","Main Bldg.","Interior","201162","4","4/25/2023","Replace All Student Furniture","Replace all student furniture","1","EACH","$638,400.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","210000.00","Mount Carbon ES","Main Bldg.","HVAC","201163","1","4/1/2022","Replace Existing Boiler System","Replace Boilers","1","SYSTEM","$210,000.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","25000","175000.00","Mount Carbon ES","Site Level Deficiencies","Site","201164","3","4/1/2022","Replace Existing Asphalt Paving","play pads","25000","SQFT","$175,000.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","131250.00","Mount Carbon ES","Main Bldg.","Interior","201165","3","4/1/2022","Replace Existing Food Service Equipment","Replace Existing Serving Line with New Hot/Cold Serving Line","1","LS","$131,250.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","8000","56000.00","Mount Carbon ES","Site Level Deficiencies","Site","201166","3","4/1/2022","Replace Existing Asphalt Paving","service drive replace asphalt","8000","SQFT","$56,000.00"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","12359.20","Mount Carbon ES","Main Bldg.","Specialties","201167","4","4/1/2022","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$12,359.20"
"137","CO-1420-6135","Mount Carbon ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Mount Carbon ES","Site Level Deficiencies","Other","201168","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","EACH","1","210000.00","Mount Evans OELS","Wastewater Aeration Pond","Other","201173","3","4/1/2022","Water and Wastewater Treatment Equipment and System","Mt Evans Water Treatment: Tie old controls into existing SCADA system and update programming. Mt Evans Waste Water Treatment: Conduct an engineer study to explore alternative nitrate removal options. Update programming and integrate existing SCADA system with other Jeffco sites.","1","EACH","$210,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Mount Evans OELS","Wastewater Aeration Pond","Other","201174","3","","Engineering Assessment and Study","Conduct an engineer study to explore alternative nitrate removal options.","1","EACH","$140,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Mount Evans OELS","Wastewater Aeration Pond","Other","201175","3","","Install New SCADA Communications System","Update programming and integrate existing SCADA system with other Jeffco sites.","1","EACH","$140,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","EACH","1","105000.00","Mount Evans OELS","Main Bldg.","Interior","201176","3","4/1/2022","Renovate Existing Area","Remodel old cafeteria building into offices, remodel old offices into new residences for staff","1","EACH","$105,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","LS","1","49000.00","Mount Evans OELS","Site Level Deficiencies","Site","201177","2","4/1/2022","Water and Wastewater Treatment Equipment and System","Install new anoxic tank for nitrate removal","1","LS","$49,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","2","02.2 Facilities Deficiency Projects","LS","1","35000.00","Mount Evans OELS","Site Level Deficiencies","Other","201178","2","4/1/2022","Install New SCADA Communications System","Upgrade SCADA Communications system and integrate with other mountain school sites","1","LS","$35,000.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","7700.00","Mount Evans OELS","Site Level Deficiencies","Other","201179","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$7,700.00"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Other","2","02.2 Facilities Deficiency Projects","LS","1","7000.00","Mount Evans OELS","Site Level Deficiencies","Other","201180","2","4/1/2022","Engineering Assessment and Study","Provide Engineering Study to explore nitrate removal systems.","1","LS","$7,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","504000.00","New Classical Academy at Vivian","Main Bldg.","Interior","201185","3","7/29/2022","Replace Existing Food Service Equipment","Provide Major Renovation/ New/Replacement Kitchen; Replace Existing Serving Line with New Hot/Cold Serving Line; Replace Existing AM8  Dishwasher System with New Dishwasher System; Remove existing Deck Oven and Replace with New Convection Oven","1","LS","$504,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","350000.00","New Classical Academy at Vivian","Site Level Deficiencies","Site","201187","3","7/29/2022","Replace Existing Asphalt Parking Lot/Drive","Restore asphalt areas west, south, and east of school ","1","EACH","$350,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","SYSTEM","1","175000.00","New Classical Academy at Vivian","Main Bldg.","Electrical","201188","2","7/29/2022","Install New Exterior Pole Mounted Light Fixture","Parking lot lighting upgrade","1","SYSTEM","$175,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","SYSTEM","1","140000.00","New Classical Academy at Vivian","Main Bldg.","Plumbing","201189","3","7/29/2022","Replace Existing Domestic Cold Water Piping","replace galvanized plumbing","1","SYSTEM","$140,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","140000.00","New Classical Academy at Vivian","Main Bldg.","HVAC","201190","2","7/29/2022","Replace Existing Exhaust Fan - Small","Exhaust fans","1","SYSTEM","$140,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","70000.00","New Classical Academy at Vivian","Main Bldg.","Specialties","201191","4","7/29/2022","Install New Audio Enhancement System","Audio Enhancement","1","LS","$70,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","LS","1","70000.00","New Classical Academy at Vivian","Main Bldg.","Electrical","201192","2","7/29/2022","Install New Interior Lighting Controls","Dimmable light controls","1","LS","$70,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","6","56000.00","New Classical Academy at Vivian","Main Bldg.","Interior","201193","4","7/29/2022","Replace Existing Epoxy Flooring with Ceramic Tile","Replace existing epoxy flooring with ceramic tile","6","EACH","$56,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","LS","1","49000.00","New Classical Academy at Vivian","Main Bldg.","Interior","201194","4","7/29/2022","Replace Existing Epoxy Flooring with Quarry or Porcelain Tile ","Replace existing epoxy flooring with porcelain tile in Kitchen area","1","LS","$49,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","7","49000.00","New Classical Academy at Vivian","Main Bldg.","Interior","201195","4","7/29/2022","Replace Existing VCT Flooring","Replace exisitng VCT flooring with Ceramic Tile","7","EACH","$49,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","2","35000.00","New Classical Academy at Vivian","Site Level Deficiencies","Site","201196","3","7/29/2022","Replace Existing Asphalt Parking Lot/Drive","Reseal and Stripe Exterior parking lots","2","EACH","$35,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","LS","1","35000.00","New Classical Academy at Vivian","Main Bldg.","Electrical","201197","2","7/29/2022","Replace Existing Interior Lighting","Replace existing lighting with LED lighting","1","LS","$35,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Fire and Life Safety","2","02.2 Facilities Deficiency Projects","EACH","3","21000.00","New Classical Academy at Vivian","Main Bldg.","Fire and Life Safety","201198","2","7/29/2022","Replace Existing Coiling Door/Grille","Remove existing drop-down security gates in corridors","3","EACH","$21,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Plumbing","1","02.2 Facilities Deficiency Projects","SYSTEM","1","21000.00","New Classical Academy at Vivian","Main Bldg.","Plumbing","201199","1","7/29/2022","Replace Existing In-Line Hydronic Circulating Pump","Replace Existing Circulation Pumps","1","SYSTEM","$21,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","EACH","18","12600.00","New Classical Academy at Vivian","Main Bldg.","Specialties","201200","4","7/29/2022","Replace Existing Exterior Door Hardware","Install Lever Door Hardware at all Exterior Doors","18","EACH","$12,600.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","EACH","1","11200.00","New Classical Academy at Vivian","Main Bldg.","Plumbing","201201","4","7/29/2022","Replace Existing Drinking Fountain","Replace existing porcelain D.F. with stainless steel D.F.","1","EACH","$11,200.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Plumbing","2","02.2 Facilities Deficiency Projects","SYSTEM","1","9800.00","New Classical Academy at Vivian","Main Bldg.","Plumbing","201202","2","7/29/2022","Replace Existing Domestic Water Backflow Preventer","replace domestic back flow","1","SYSTEM","$9,800.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","7887.60","New Classical Academy at Vivian","Main Bldg.","Specialties","201203","4","7/29/2022","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$7,887.60"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","EACH","2","7000.00","New Classical Academy at Vivian","Main Bldg.","Specialties","201204","4","7/29/2022","Replace Existing Standard Toilet Compartment","Replace existing toilet partitions","2","EACH","$7,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","50","7000.00","New Classical Academy at Vivian","Main Bldg.","Interior","201205","4","7/29/2022","Paint Existing Interior Surfaces","Paint interior HM and wood door frames","50","EACH","$7,000.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","LF","50","3500.00","New Classical Academy at Vivian","Site Level Deficiencies","Site","201207","2","7/29/2022","Install New Chain Link Fence/Gate - 6 ft.","Install fencing around existing transformer","50","LF","$3,500.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LS","1","3500.00","New Classical Academy at Vivian","Storage","Site","201208","4","7/29/2022","Paint Exterior Building Components","Paint Existing Storage Buildings","1","LS","$3,500.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","New Classical Academy at Vivian","Site Level Deficiencies","Other","201209","3","7/29/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"783","CO-1420-9154","New Classical Academy at Vivian","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","2100.00","New Classical Academy at Vivian","Site Level Deficiencies","Other","201210","3","7/29/2022","Lead Assessment and Study","Perform Lead Study on playground equipment. ","1","LS","$2,100.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","1008000.00","Normandy ES","Main Bldg.","HVAC","201213","2","4/26/2024","Replace Existing Evaporative Cooling System with Packaged DX System","Air Handler Replace - Mult Evap","1","SYSTEM","$1,008,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","1","490000.00","Normandy ES","Main Bldg.","Interior","201214","4","4/26/2024","Replace All Student Furniture","Replace all student furniture","1","EACH","$490,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","50000","350000.00","Normandy ES","Site Level Deficiencies","Site","201215","3","4/26/2024","Replace Existing Asphalt Parking Lot/Drive","parking lot & curbs","50000","SQFT","$350,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","225750.00","Normandy ES","Main Bldg.","Interior","201216","3","4/26/2024","Replace Existing Food Service Equipment","Install New Walk-in Freezer;  Replace Existing Serving Line with New Hot/Cold Serving Line; Install New Class II Kitchen Exhaust Hood","1","LS","$225,750.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","210000.00","Normandy ES","Main Bldg.","HVAC","201217","1","4/26/2024","Replace Existing Boiler System","Replace Boilers","1","SYSTEM","$210,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","18000","126000.00","Normandy ES","Site Level Deficiencies","Site","201218","3","4/26/2024","Replace Existing Asphalt Paving","play pads","18000","SQFT","$126,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","105000.00","Normandy ES","Site Level Deficiencies","Site","201219","3","4/26/2024","Replace Existing Playground Equipment - Primary","playground Equipment","1","EACH","$105,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","EACH","1","70000.00","Normandy ES","Main Bldg.","Roofing","201220","1","5/1/2024","Replace Existing Built-Up Roofing System","I will check the service life of the roof see how old it is and get back with you as soon as possible
* might need some TLC","1","EACH","$70,000.00"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","13256.60","Normandy ES","Main Bldg.","Specialties","201221","4","4/26/2024","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$13,256.60"
"139","CO-1420-6286","Normandy ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Normandy ES","Site Level Deficiencies","Other","201222","3","4/26/2024","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","300000","2100000.00","North Area Athletic Complex","Site Level Deficiencies","Site","201227","3","4/1/2022","Replace Existing Asphalt Parking Lot/Drive","parking lots paving (current dirt lots)","300000","SQFT","$2,100,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","150000","1050000.00","North Area Athletic Complex","Site Level Deficiencies","Site","201228","3","4/1/2022","Replace Existing Asphalt Parking Lot/Drive","parking lots paving","150000","SQFT","$1,050,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Plumbing","2","02.2 Facilities Deficiency Projects","SYSTEM","1","252000.00","North Area Athletic Complex","Site Level Deficiencies","Plumbing","201229","2","4/1/2022","Replace Existing Site Irrigation Pumps","main domestic pumps (3)","1","SYSTEM","$252,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","SYSTEM","1","175000.00","North Area Athletic Complex","Site Level Deficiencies","Electrical","201230","2","4/1/2022","Replace Existing Pole Mounted Athletic Field Lighting","replace lighting on football and soccer fields","1","SYSTEM","$175,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","North Area Athletic Complex","Site Level Deficiencies","Site","201231","3","4/1/2022","Replace Existing Cinder Surfacing","track repairs","1","EACH","$140,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","105000.00","North Area Athletic Complex","Site Level Deficiencies","Site","201232","3","4/1/2022","Replace Existing Site Irrigation Pumps","pump station","1","EACH","$105,000.00"
"715","North Area Athletic Complex","North Area Athletic Complex","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","70000.00","North Area Athletic Complex","Main Bldg.","HVAC","201233","2","4/1/2022","Install New Unit Heater","Elec wall heaters? (#?)","1","SYSTEM","$70,000.00"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","168000.00","North Area Transportation Center - Indiana","Main Bldg.","HVAC","201239","2","4/1/2022","Replace Existing Roof Top Unit (RTU)","RTU - R22","1","SYSTEM","$168,000.00"
